Security Code,Security Id,Security Name
523218,KILBURN,KILBURN OFFICE AUTOMATION LTD.
524699,KILBURNC,KILBURN CHEMICALS LTD.-$
524500,KILITCH,KILITCH DRUGS (INDIA) LTD.
501316,KILLICK,KILLICK NIXON LTD.-$
532067,KILPEST,KILPEST INDIA LTD.
530313,KIMIABL,Kimia Biosciences Ltd
511583,KINALFN,KINJAL FINANCE LTD.
505190,KINETIC,KINETIC MOTOR CO.LTD.
500240,KINETICENG,KINETIC ENGINEERING LTD.
531274,KINETRU,KINETIC TRUST LTD.
524214,KINGCHD,KINGS CHEMICALS & DISTILLERIES LTD.
524019,KINGFA,Kingfa Science & Technology (India) Ltd-$
519283,KINGIAQ,KINGS INTERNATIONAL AQUA -MARINE EXPORTS LTD.
530215,KINGSINFR,Kings Infra Ventures Limited
531298,KINJAMT,KINJAL METALS LTD.
540680,KIOCL,KIOCL Ltd
531413,KIRANPR,KIRAN PRINT-PACK LTD.
530443,KIRANSY-B,KIRAN SYNTEX LTD.
512543,KIRANTRDM,KIRAN OVERSEAS EXPORTS LTD.
537750,KIRANVYPAR,Kiran Vyapar Ltd
511274,KIRIF,KIRLOSKAR INVESTMENTS & FINANCE LTD.
532967,KIRIINDUS,KIRI INDUSTRIES LTD.
500245,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.
532352,KIRLMU,KIRLOSKAR MULTIMEDIA LTD.
500241,KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$
533293,KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.
500243,KIRLOSIND,Kirloskar Industries Ltd
505283,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.
534026,KIROILBBPH,KIROILBBPH
500242,KIRPNDM,KIRLOSKAR PNEUMATIC CO.LTD.
501318,KIRTIIN,KIRTI INVESTMENTS LTD.
508937,KIRTIMO,KIRTIMOYA CAPITAL LTD.
700057,KIRTINV,KIRTINVEST
530145,KISAN,KISAN MOULDINGS LTD.-$
521248,KITEX,KITEX GARMENTS LTD.
502595,KITPLY,KITPLY INDUSTRIES LTD.
513711,KITTIST,KITTI STEELS LTD.
519548,KJINTFD,K.J.INTERNATIONAL LTD.
532304,KJMCCORP,KJMC Corporate Advisors (India) Ltd.
530235,KJMCFIN,KJMC FINANCIAL SERVICES LTD.
526409,KKALPANAIND,Kkalpana Industries (India) Ltd
532732,KKCL,KEWAL KIRAN CLOTHING LTD.
503669,KKFIN,K K Fincorp Limited
780003,KKIL,Kanak Krishi Implements Ltd
523652,KKPLASTICK,Kkalpana Plastick Limited
521117,KKRSONS,KUKAR SONS (INDO-FRENCH) EXPORTS LTD.
511270,KKUMTFN,KMF LTD.
522101,KLBRENG-B,KILBURN ENGINEERING LTD.
533054,KLBRENGBBPH,KLBRENGBBPH
530771,KLGCAP,KLG CAPITAL SERVICES LTD.
531269,KLGSYSTEL,KLG SYSTEL LTD.
514221,KLIFESTYL,K-Lifestyle & Industries Limited
526257,KLJPLST,KLJ PLASTICS LTD.
517170,KLKELEC,KLK Electrical Ltd
519339,KLMARAG,KALYAN MARINE & AGRO PRODUCTS LTD.
507598,KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd
526261,KLTHRAE,KOLUTHARA EXPORTS LTD.
502150,KLYNCEM,KALYANPUR CEMENTS LTD.
530327,KMCAPIT,KM CAPITAL LTD.
524520,KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.
531578,KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.
519415,KMGMILK,KMG MILK FOOD LTD.
540812,KMSL,Kids Medical Systems Ltd
540468,KMSMEDI,KMS Medisurgi Ltd
532673,KMSUGAR,K.M.SUGAR MILLS LTD.
522189,KNDENGT,KND ENGINEERING TECHNOLOGIES LTD.
531587,KNIWE,KNITWORTH EXPORTS LTD.
532942,KNRCON,KNR CONSTRUCTIONS LTD.
517471,KOATOOLIN,KOA TOOLS INDIA LTD.
500873,KOCHIREF,KOCHI REFINERIES LTD.
539910,KOCL,Kome-On Communication Ltd
509704,KODAKDM,KODAK INDIA LTD.
531602,KOFFBREAK,KOFFEE BREAK PICTURES LTD.
512559,KOHINOOR,KOHINOOR FOODS LTD.
531366,KOHINOORBRO,KOHINOOR BROADCASTING CORPORATION LTD.
519485,KOHINOORT,Kohinoor Techno Engineers Limited
532536,KOJAM,KOJAM FININVEST LTD.
523207,KOKUYOCMLN,KOKUYO CAMLIN LTD.-$
532148,KOLARBIO,KOLAR BIOTECH LTD.
532924,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.
514128,KONARKSY,KONARK SYNTHETIC LTD.
526933,KONAROR,KONAR ORGANICS LTD.
521224,KONGATX,KONGARAR TEXTILES LTD.
514436,KONGINT,KONGARAR INTEGRATED FIBRES LTD.
532397,KONNDOR,Konndor Industries Ltd
526379,KONTY,KONKAN TYRES LTD.
710038,KOPDRLT,KDL Biotech Ltd
532291,KOPDRUGS,KDL BIOTECH LTD.
524280,KOPRAN,KOPRAN LTD.
521074,KORATEX,KORATLA TEXTILES INDIA LTD.
531244,KORATLS,KORATLA LEASEFIN INDIA LTD.
500458,KORE,Kore Foods Ltd
500247,KOTAKBANK,KOTAK MAHINDRA BANK LTD.
537708,KOTAKNIFTY,Kotak Mahindra Mutual Fund - Kotak Nifty ETF
590112,KOTAKNIFTY2,KOTAK MAHINDRA MUTUAL FUND - PERMITTED
590107,KOTAKPSUBK,KOTAK MAHINDRA MUTUAL FUND - KOTAK PSU BANK ETF
511138,KOTHARIFIN,KOTHARI WORLD FINANCE LTD.
532096,KOTHARIP,KOTHARI PETROCHEMICALS LTD.
530299,KOTHARIPRO,KOTHARI PRODUCTS LTD.
507190,KOTHARIS,KOTHARI SUGARS & CHEMICALS LTD.
519176,KOTHSOY,KOTHARI GLOBAL LTD.
509732,KOTIC,KOTHARI INDUSTRIAL CORPORATION LTD.
507842,KOTRIFNDM,KOTHARI ORIENT FINANCE LTD.
532901,KOUTONS,KOUTONS RETAIL INDIA LTD.
523323,KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.
539686,KPEL,K.P. Energy Ltd
524741,KPGELATDM,KPGELATDM
542323,KPIGLOBAL,K.P.I. Global Infrastructure Ltd
542651,KPITTECH,KPIT Technologies Ltd
539997,KPL,Kwality Pharmaceuticals Ltd
524119,KPLINT,KPL INTERNATIONAL LTD.
532889,KPRMILL,K.P.R. Mill Limited
531258,KPRTLPR,KPR TELEPRODUCTS LTD.
505299,KPT,KPT Industries Ltd
542459,KRANTI,Kranti Industries Ltd
501261,KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.
530813,KRBL,KRBL LTD.
535063,KRBLBBPH,KRBLBBPH
524518,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$
514294,KREMSPN,KAREEMS SPUN SILK LTD.
530139,KREONFIN,KREON FINNANCIAL SERVICES LTD.
531328,KRETTOSYS,Kretto Syscon Ltd
531698,KRFOODS,K.R.FOODS LTD.
533482,KRIINFRA,Kridhan Infra Limited
514078,KRIMPEX,KRIMPEX SYNTHETICS LTD.
526753,KRIPIND,KRIPTOL INDUSTRIES LTD.
531833,KRIPSPG,KRIPAL SPRINGS (INDIA) LTD.
513627,KRISFEP,KRISHNA FERRO PRODUCTS LTD.
539446,KRISHFAB,Krishana Fabrics Ltd
504392,KRISHNA,Krishna Ventures Limited
539384,KRISHNACAP,Krishna Capital and Securities Ltd
522173,KRISHNAENG,KRISHNA ENGINEERING WORKS LTD.
517383,KRISOEL,KRISONS ELECTRONIC SYSTEMS LTD.
514404,KRISSYN,KRISHNA SYNTHETICS LTD.
526423,KRITIIND,KRITI INDUSTRIES (INDIA) LTD.-$
533210,KRITINUT,Kriti Nutrients Ltd
512329,KRL,Kintech Renewables Ltd
526055,KRMINT.,KRM INTERNATIONAL LTD.
530105,KRNTCHE,KARNATAKA CHEMICAL INDUSTRIES CORP.LTD.
514360,KRRAIL,K&R Rail Engineering Ltd
524254,KRSHPLS,KRISHNA PLASTO CHEM LTD.
513181,KRSTLDM,K.R.STEEL UNION LTD.
531393,KRYKNIT,KRYSTAL KNITWEAR LTD.
523550,KRYPTONQ,KRYPTON INDUSTRIES LTD.
523688,KRYSTPL,KRYSTAL POLYFAB LTD.
500249,KSB,KSB Ltd
532899,KSCL,KAVERI SEED COMPANY LTD.
519421,KSE,KSE LTD.-$
532081,KSERASERA,KSS Limited-$
532997,KSK,KSK ENERGY VENTURES LTD.
500235,KSL,KALYANI STEELS LTD.
530149,KSLIND,KSL AND INDUSTRIES LTD.-$
526209,KSOILS,K.S.OILS LTD.-$
511748,KSTRIFN,KASTURI FINLEASE & INVESTMENT LTD.
533289,KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.
532652,KTKBANK,KARNATAKA BANK LTD.
540983,KTKIND4DD,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION
540984,KTKIND4DG,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option
540982,KTKIND4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option
540981,KTKIND4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option
541346,KTKIND5DD,Kotak India Growth Fund Series 5 - Direct Plan - Dividend Option
541345,KTKIND5DG,Kotak India Growth Fund Series 5 - Direct Plan - Growth Option
541343,KTKIND5RD,Kotak India Growth Fund Series 5 - Regular Plan - Dividend Option
541341,KTKIND5RG,Kotak India Growth Fund Series 5 - Regular Plan - Growth Option
541884,KTKIND7DD,Kotak India Growth Fund Series 7 - Direct Plan - Dividend Option
541882,KTKIND7DG,Kotak India Growth Fund Series 7 - Direct Plan - Growth Option
541881,KTKIND7RD,Kotak India Growth Fund Series 7 - Regular Plan - Dividend Option
541879,KTKIND7RG,Kotak India Growth Fund Series 7 - Regular Plan - Growth Option
539135,KTKKIGFD,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Dividend option
539137,KTKKIGFDD,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Dividend Option
539133,KTKKIGFG,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Non Direct Plan- Growth option
539136,KTKKIGFGD,Kotak Mahindra Mutual Fund - Kotak India Growth Fund Series I Direct Plan- Growth option
532985,KTKSENSEX,KOTAK SENSEX ETF
532937,KUANTUM,KUANTUM PAPERS LTD.
531021,KUBERFL,KUBER FLORITECH LTD.
511762,KUBERFN,KUBER AUTO GENERAL FINANCE & LEASING LTD.
539408,KUBERJI,Kuber Udyog Ltd
507928,KUDRINV,KUDRAT INVESTMENTS & LEASING (INDIA) LTD.
530325,KUMARCO,KUMAR&#39;S COTEX LTD.
513703,KUMARWI,KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD.
531916,KUMETAL,KUMAR&#39;S METALLURGICAL CORPORATION LTD.
526869,KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD.
530279,KUNALOVE,KUNAL OVERSEAS LTD.
505300,KUNLENG,KUNAL ENGINEERING CO.LTD.
523594,KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.
536170,KUSHAL,Kushal Ltd
523337,KUSHDIA,KUSHAL DIAMONDS LTD.
514240,KUSHIND,Kush Industries Ltd
513625,KUSIS,KUSUM IRON & STEEL LTD.
513315,KUSMINV,KUSUM INGOTS & ALLOYS LTD.
511048,KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.
506540,KUTCSAL,KUTCH SALT & ALLIED INDUSTRIES LTD.
530421,KUWERIN,KUWER INDUSTRIES LTD.
531882,KWALITY,Kwality Limited
531206,KWALITYCL,KWALITY CREDIT & LEASING LTD.
530967,KYRALANDS,Kyra Landscapes Limited
511728,KZLFIN,K.Z.LEASING & FINANCE LTD.
533519,L&TFH,L&T FINANCE HOLDINGS LTD.
530339,LABHCON,LABH CONSTRUCTION LTD.
524202,LACTOSE,LACTOSE (INDIA) LTD.
530101,LADAMFN,LADAM FINANCE LTD.
513420,LADAMST,LADAM STEELS LTD.
530577,LADDERUP,LADDERUP FINANCE LTD.
531164,LADIAMO,LASER DIAMONDS LTD.
524522,LAFFANSQ,LAFFANS PETROCHEMICALS LTD.-$
540026,LAHL,Ladam Affordable Housing Ltd
531842,LAHOTIOV,LAHOTI OVERSEAS LTD.-$
531085,LAKHANI,LAKHANI INDIA LTD.-$
535387,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.
506079,LAKPRE,LAKSHMI PRECISION SCREWS LTD.
504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.
520061,LAKSHMIAUTO,LAKSHMI AUTO COMPONENTS LTD.
502958,LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$
519570,LAKSHMIO,LAKSHMI OVERSEAS INDUSTRIES LTD.
534690,LAKSHVILAS,LAKSHMI VILAS BANK LTD.
522243,LAKSRAT,LAXMIRATAN ENGINEERING WORKS LTD.
540952,LAL,Lorenzini Apparels Ltd
511529,LALBHFN,LALBHAI FINANCE LTD.
539524,LALPATHLAB,Dr. Lal PathLabs Ltd
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$
524772,LAMEDICDM,LA MEDICAL DEVICES LTD.
539841,LANCER,Lancer Container Lines Ltd
509048,LANCORHOL,LANCOR HOLDINGS LTD.
532275,LANDMARC,LANDMARC LEISURE CORPORATION LTD.
523407,LANESEDA,LAN ESEDA INDUSTRIES LTD.
531705,LANYARD,LANYARD FOODS LTD.
526947,LAOPALA,LA OPALA RG LTD.
540702,LASA,Lasa Supergenerics Ltd
539909,LATENT,Latent Light Finance Ltd
505693,LATIMMETAL,La Tim Metal & Industries Ltd
540222,LAURUSLABS,Laurus Labs Ltd
542090,LAXMIBBPH,LAXMIBBPH
500252,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.
502296,LAXMPOPDM,LAKSHMI PORCELEANS LTD.
539125,LAYLA,Layla Textile and Traders Ltd
532019,LCCINFOTEC,LCC INFOTECH LTD.
502954,LDTXL,L.D.TEXTILE INDUSTRIES LTD.
531288,LEADFIN,LEAD FINANCIAL SERVICES LTD.
512347,LEADPKG,LEADER PACKAGING INDUSTRIES LTD.
511214,LEAFIN,LEAFIN INDIA LTD.
780005,LEAP,Learning Edge Academy of Professionals Ltd
511417,LEASIFN,LEASING FINANCE INDIA LTD.
508306,LEDOTEA,LEDO TEA CO.LTD.
517518,LEEL,Leel Electricals Ltd
517415,LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.
780021,LEGACY,Legacy Mercantile Ltd
532829,LEHAR,Lehar Footwears Ltd
532998,LEHIL,Lotus Eye Hospital And Institute Ltd
541233,LEMONTREE,Lemon Tree Hotels Ltd
502250,LERTHAI,Lerthai Finance Ltd
533602,LESHAIND,LESHA INDUSTRIES LTD.
531134,LEWATERIN,Le Waterina Resorts & Hotels Limited
541196,LEX,Lex Nimble Solutions Ltd
500250,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.
533007,LGBFORGE,LGB FORGE LTD.
531103,LIBERAL,LIBERAL FINLEASE LTD.
526596,LIBERTSHOE,LIBERTY SHOES LTD.
530273,LIBERTYP,LIBERTY PHOSPHATE LTD.
519232,LIBOMDM,LIBERTY OIL MILLS LTD.
531027,LIBORD,LIBORD SECURITIES LTD.
511593,LIBORDFIN,Libord Finance Ltd
514205,LIBRAFL,LIBRA FILAMENTS LTD.
531896,LICDHNMDM,DHAN 88(1)
500253,LICHSGFIN,LIC HOUSING FINANCE LTD.
539480,LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50
539487,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX
539784,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100
537961,LICNFR2D1,LIC MF RGESS Fund Series 2 Direct Plan Dividend Payout Option
537959,LICNFR2DP,LIC MF RGESS Fund Series 2 Regular Plan Dividend Payout Option
537960,LICNFR2G1,LIC MF RGESS Fund Series 2 Direct Plan Growth Option
537958,LICNFR2GP,LIC MF RGESS Fund Series- 2 Regular Plan Growth Option
538958,LICNFR3D,LIC MF RGESS Fund Series -3- Regular Plan -Dividend Payout Option
538960,LICNFR3D1,LIC MF RGESS Fund Series- 3 -Direct Plan -Dividend Payout Option
538957,LICNFR3G,LIC MF RGESS Fund Series- 3 -Regular Plan- Growth Option
538959,LICNFR3G1,LIC MF RGESS Fund Series -3 -Direct Plan -Growth Option
523646,LIFELINDM,HALLMARK HEALTHCARE LTD.
506113,LIFELINE,LIFELINE DRUGS & PHARMA LTD.
539927,LIKHAMI,Likhami Consulting Ltd
519608,LILACFD,LILAC EXPORTS LTD.
531566,LILACPW,LILAC POWER LTD.
531435,LIMCHEM,LIMCHEM
507759,LIMECHM,LIME CHEMICALS LTD.
517463,LINAKS,LINAKS MICROELECTRONICS LTD.
531633,LINCOPH,LINCOLN PHARMACEUTICALS LTD.
531241,LINCPENQ,LINC PEN & PLASTICS LTD.-$
523457,LINDEINDIA,Linde India Limited
524103,LINEARIND,Linear Industries Ltd
512349,LINKH,LINKHOUSE INDUSTRIES LTD.
524748,LINKPH,LINK PHARMA CHEM LTD.
508982,LINKSONI,LINKSON INTERNATIONAL LTD.
531510,LINTAS,LINTAS MERCANTILE LTD.
526604,LIPPISYS,LIPPI SYSTEMS LTD.-$
532778,LITL,LANCO INFRATECH LTD.
531756,LIVERPO,LIVERPOOL FINANCE LTD.
507912,LKPFIN,LKP Finance Limited
534479,LKPFINABBPH,LKPFINABBPH
533053,LKPFINBBPH,LKP FIN*
540192,LKPSEC,LKP Securities Ltd
514146,LKSHSYN-B,LAKSHMI SYNTHETIC MACHINERY MFRS.LTD.
518073,LKSMCEM,LAKSHMI CEMENT & CERAMICS LTD.
512537,LKSMITR,LAKSHMI TRADE CREDITS LTD.
540360,LLFICL,Leading Leasing Finance And Investment Company Ltd
531527,LLORF,LLOYD ROCKFIBRES LTD.
531605,LLOYDCE,LLOYD CEMENTS LTD.
507870,LLOYDFIN,LLOYDS FINANCE LTD.
512455,LLOYDSME,LLOYDS METALS AND ENERGY LTD.
539992,LLOYDSTEEL,Lloyds Steels Industries Ltd
500255,LML,LML LTD.
530745,LNIND,LN INDUSTRIES INDIA LTD.
514203,LOHIAPL,LOHIA POLYESTER LTD.
590082,LOHIASEC,LOHIA SECURITIES LTD.
532740,LOKESHMACH,LOKESH MACHINES LTD.
500256,LOKHSG,LOK HOUSING & CONSTRUCTIONS LTD.-$
526421,LOKMIND,LOKMANYA INDUSTRIES LTD.
526568,LONTE,LONGVIEW TEA COMPANY LTD.
534422,LOOKS,Looks Health Services Limited
530039,LORDSCH,LORDS CHEMICALS LTD.
500284,LORDSCHLO,LORDS CHLORO ALKALI LTD.
530065,LORDSHOTL,Lords Ishwar Hotels Limited
590004,LOTTE,LOTTE INDIA CORPORATION LTD.
523475,LOTUSCHO,LOTUS CHOCOLATE CO.LTD.
533343,LOVABLE,LOVABLE LINGERIE LTD.
539227,LOYAL,Loyal Equipments Ltd
514036,LOYALTEX,LOYAL TEXTILE MILLS LTD.-$
533012,LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.
537669,LPNAVAL,L. P. Naval And Engineering Ltd
514446,LSIND,LS INDUSTRIES LTD.
530987,LSKFINA,LSK FINANCE AND ALLIED SERVICES LTD.
500510,LT,LARSEN & TOUBRO LTD.
540005,LTI,Larsen & Toubro Infotech Ltd
540115,LTTS,L&T Technology Services Ltd
526179,LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD.
512048,LUHARUKA,Luharuka Media & Infra Ltd
532537,LUMAXAUTO,LUMAX AUTOMOTIVE SYSTEMS LTD.
517206,LUMAXIND,LUMAX INDUSTRIES LTD.
532796,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.
526045,LUMITECH,LUMINAIRE TECHNOLOGIES LTD.
523491,LUNRDMD,LUNAR DIAMONDS LTD.
500257,LUPIN,LUPIN LTD.
500258,LUPINDM,LUPIN LABORATORIES LTD.
508857,LUSTRTI,LUSTRE TILES LTD.
539542,LUXIND,Lux Industries Ltd
531402,LWSKNIT,LWS KNITWEAR LTD.
531403,LWSNITW,LWSNITW
505302,LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.
500259,LYKALABS,LYKA LABS LTD.
530689,LYKISLTD,Lykis Limited
531151,LYMPHALDM,LYMPHA LABORATORIES LTD.
505320,LYNMC,LYNX MACHINERY & COMMERCIALS LTD.
512581,LYNXINDDM,LYNX INDIA LTD.
526123,LYNXOPT,LYNX OPTICS LTD.
531880,LYOIE,LYONS INDUSTRIAL ENTERPRISES LTD.
531441,LYONSCO,LYONS CORPORATE MARKET LTD.
534532,LYPSAGEMS,Lypsa Gems & Jewellery Ltd
500520,M&M,MAHINDRA & MAHINDRA LTD.
532720,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.
536960,M100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option
590115,M50,Motilal Oswal MOSt Shares M50 ETF
511082,MAAJTL,Maa Jagdambe Tradelinks Limited
531792,MAALFNC,MAA LEAFIN & CAPITAL LTD.
532906,MAANALU,MAAN ALUMINIUM LTD.
531528,MAARSOFTW,MAARS SOFTWARE INTERNATIONAL LTD.
507448,MACAGRO,MACAGRO
541973,MACH,Mac Hotels Ltd
512600,MACINTR,MACRO (INTERNATIONAL) EXPORTS LTD.
501471,MACK,MACK TRADING CO.LTD.
523248,MACPLASQ,MACHINO PLASTICS LTD.-$
515093,MADHAV,MADHAV MARBLES & GRANITES LTD.
539894,MADHAVIPL,Madhav Infra Projects Ltd
531497,MADHUCON,MADHUCON PROJECTS LTD.-$
515059,MADHUDIN,MADHUSUDAN INDUSTRIES LTD.
526855,MADHUFN,MADHUMILAN FINCORP LTD.
514230,MADHUMI-B,MADHUMILAN SYNTEX LTD.
511638,MADHURC,MADHUR CAPITAL & FINANCE LTD.
524338,MADHURE,MADHU REFOILS & CHEMICALS LTD.
519279,MADHURIND,MADHUR INDUSTRIES LTD.
511000,MADHUSE,MADHUSUDAN SECURITIES LTD.
531910,MADHUVEER,Madhuveer Com 18 Network Ltd
532168,MADRASFERT,MADRAS FERTILIZERS LTD.
590134,MADRASFERT,Madras Fertilizers Ltd
500090,MADUCOA,MADURA COATS LTD.
533030,MAESTROBBPH,MAESTROBBPH
501209,MAESTROM,MAESTROS MEDILINE SYSTEMS LTD.-$
501458,MAFATDY,MAFATLAL DYES & CHEMICALS LTD.-$
500264,MAFATIND,MAFATLAL INDUSTRIES LTD.-$
500262,MAFATLAFIN,MAFATLAL FINANCE CO.LTD.
520149,MAFLU,MAFATLAL LUBRICANTS LTD.
540650,MAGADHSUGAR,Magadh Sugar & Energy Ltd
512377,MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.
530411,MAGIN,MAGAN INDUSTRIES LTD.
524000,MAGMA,MAGMA FINCORP LTD.
523872,MAGNA,MAGNA INDUSTRIES & EXPORTS LTD.
524270,MAGNACOL,MAGNA COLORS LTD.
517449,MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$
523882,MAGNSRB,MAGNUS RUBBER INDUSTRIES LTD.
532896,MAGNUM,MAGNUM VENTURES LTD.
530347,MAGNUML,MAGNUM LTD.
519612,MAHAANF,MAHAAN FOODS LTD.
542753,MAHAANIMP,Mahaan Impex Ltd
532525,MAHABANK,BANK OF MAHARASHTRA
524556,MAHACHMDM,MAHA CHEMICALS LTD.
505523,MAHACORP,MAHARASHTRA CORPORATION LTD.
513460,MAHALXSE,MAHALAXMI SEAMLESS LTD.-$
530441,MAHAN,MAHANIVESH (INDIA) LTD.
531515,MAHANIN,MAHAN INDUSTRIES LTD.
523384,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.
524232,MAHAPOL,MAHARASHTRA POLYBUTENES LTD.
531689,MAHAREM,MAHAVIR ADVANCED REMEDIES LTD.
710040,MAHASEADM,MAHARASH SEAM
700081,MAHASEAMCRP,MAHARSH SEAM
530059,MAHASHR,MAHARAJA SHREE UMAID MILLS LTD.-$
513554,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.
531664,MAHAV,MAHAVIR IMPEX LTD.
590117,MAHAVEERINF,Mahaveer       Infoway Ltd-$
531648,MAHAVIRIND,Mahavir Industries Limited
506871,MAHAXPO,MAHARASHTRA EXPLOSIVES LTD.
512539,MAHDECO,MAHADEV CORPORATION (INDIA) LTD.
504824,MAHELEK,MAHARASHTRA ELEKTROSMELT LTD.
514160,MAHENPET,MAHENDRA PETROCHEMICALS LTD.
523754,MAHEPC,Mahindra EPC Irrigation Ltd
542677,MAHESH,Mahesh Developers Ltd
700050,MAHESWR,MAHESHWARI M
506873,MAHEXCH,MAHEXCH
524138,MAHINCOMP,MAHINDRA COMPOSITES LTD.-$
532756,MAHINDCIE,Mahindra CIE Automotive Limited
519504,MAHINDL,MAHADEV INDUSTRIES LTD.
504823,MAHINDUGIN,MAHINDRA UGINE STEEL CO.LTD.
542503,MAHIP,Mahip Industries Ltd
532313,MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.
540768,MAHLOG,Mahindra Logistics Ltd
518079,MAHNDCM,MAHENDRA CEMENTS LTD.
500266,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.
535585,MAHSEAMBBPH,MAHSEAMBBPH
500265,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.
512337,MAHSHRE,MAHASHREE TRADING LTD.
519433,MAHVIFD,MAHAVIRA FOODS LTD.
502991,MAHWRML,MAHESHWARI MILLS LTD.
514380,MAIKALFI,MAIKAAL FIBRES LTD.
531540,MAINFRA,MARUTI INFRASTRUCTURE LTD.
506041,MAISF,MAHESH AGRICULTURE IMPLEMENTS & STEEL FORGE LTD.
590078,MAITHANALL,MAITHAN ALLOYS LTD.
513430,MAITRI,Maitri Enterprises Ltd
500267,MAJESAUT,MAJESTIC AUTO LTD.-$
526857,MAJESIN,MAJESTIC INDUSTRIES LTD.
506919,MAKERSL,MAKERS LABORATORIES LTD.-$
531613,MAL,Meyer Apparel Ltd
507874,MALABARB,MALABAR BUILDING PRODUCTS LTD.
523678,MALANLT,MALANPUR LEATHERS LTD.
504580,MALCO,MADRAS ALUMINIUM CO.LTD.
513601,MALHOST,MALHOTRA STEEL INDUSTRIES LTD.
539400,MALLCOM,Mallcom (India) Ltd
501473,MALTC,MALABAR TRADING CO.LTD
532728,MALUPAPER,MALU PAPER MILLS LTD.
530645,MALVI,MALVIKA STEEL LTD.
532048,MALVICAE,MALVICA ENGINEERING LTD.
502995,MALWACOTT,MALWA COTTON SPINNING MILLS LTD.
530051,MAMTAST,MAMTA STEELS LTD.
542131,MAN50ETF,MIRAE ASSET NIFTY 50 ETF (MAN50ETF)
532932,MANAKSIA,MANAKSIA LTD.
539044,MANAKSTELTD,Manaksia Steels Ltd
500268,MANALIPETC,MANALI PETROCHEMICAL LTD.
531213,MANAPPURAM,MANAPPURAM FINANCE LTD.
540402,MANAS,Manas Properties Ltd
505850,MANCREDIT,MANGAL CREDIT AND FINCORP LTD.
531828,MANDUIN,MANDU INDUSTRIES LTD.
532637,MANGALAM,MANGALAM DRUGS & ORGANICS LTD.
533049,MANGALCBBPH,MANGALAMCEM*
710035,MANGALP,MANGALAMCEME
514492,MANGALVEN,MANGALAM VENTURES LTD.-$
530243,MANGASOF,MANGALYA SOFT-TECH LTD.
530011,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.
511666,MANGFIN,MANGAL FINANCE LTD.
537800,MANGIND,Mangalam Industrial Finance Ltd
502157,MANGLMCEM,MANGALAM CEMENT LTD.
516007,MANGTIMBER,MANGALAM TIMBER PRODUCTS LTD.
